vendor_id,canonical_name,alias_count,aliases
V0365,THE BROOKLYN SCHOOL OF INQUIRY,2,THE BROOKLYN SCHOOL OF INQUIRY | Brooklyn School of Inquiry
V0366,The Green School,1,The Green School
V0367,The International HS @ Prospect Hts,1,The International HS @ Prospect Hts
V0368,The Willoughby school I.S. 162,1,The Willoughby school I.S. 162
V0369,Transit Tech CTE High School,1,Transit Tech CTE High School
V0370,Upper School @ P.S. 25 - Middle School 534,1,Upper School @ P.S. 25 - Middle School 534
V0371,West Brooklyn Community High School,1,West Brooklyn Community High School
V0372,Williamsburg HS for Architecture & Design,1,Williamsburg HS for Architecture & Design
V0373,PS 551 Urban Assembly New York Harbor School,1,PS 551 Urban Assembly New York Harbor School
V0374,Department of Physical Sciences - Kingsborough Community College - City University of New York,1,Department of Physical Sciences - Kingsborough Community College - City University of New York
V0375,Brooklyn College,1,Brooklyn College
V0376,EAGLE ACADEMY FOR YOUNG MEN AT OCEAN HILL,1,EAGLE ACADEMY FOR YOUNG MEN AT OCEAN HILL
V0377,JOAN SNOW PRE-K CENTER 22K853,1,JOAN SNOW PRE-K CENTER 22K853
V0378,LITTLE BROOKLYN PRE-K CENTER 15KP15-15K767,1,LITTLE BROOKLYN PRE-K CENTER 15KP15-15K767
V0379,PS 261,1,PS 261
V0380,HPD - MOBILE UNIT CITYWIDE,1,HPD - MOBILE UNIT CITYWIDE
V0381,"FIFTH AVE COMMITTEE, INC",1,"FIFTH AVE COMMITTEE, INC"
V0382,"Selfhelp Community Services, Inc.",1,"Selfhelp Community Services, Inc."
V0383,Brownsville Linden Plaza LLC,1,Brownsville Linden Plaza LLC
V0384,Southside United HDFC,1,Southside United HDFC
V0385,NYCHA - Howard Houses,1,NYCHA - Howard Houses
V0386,NYCHA - WILLOUGHBY SENIOR CENTER,1,NYCHA - WILLOUGHBY SENIOR CENTER
V0387,DPR - Homecrest Playground,1,DPR - Homecrest Playground
V0388,DPR - Maple Street Garden,1,DPR - Maple Street Garden
V0389,DPR - Jacob Joffee,1,DPR - Jacob Joffee
V0390,"DPR - Kensington Dog Run Association, Inc.",1,"DPR - Kensington Dog Run Association, Inc."
V0391,DPR - BROWER PARK,1,DPR - BROWER PARK
V0392,DPR - SUNSET PARK,1,DPR - SUNSET PARK
V0393,DPR - McDonald Playground,1,DPR - McDonald Playground
V0394,The New York Methodist Hospital,1,The New York Methodist Hospital
V0395,Bridging Access to Care,1,Bridging Access to Care
V0396,"Center for the Elimination of Violence in the Family, Inc. d/b/a Center Against Domestic Violence",1,"Center for the Elimination of Violence in the Family, Inc. d/b/a Center Against Domestic Violence"
V0397,"New York City Police Foundation, Inc.",1,"New York City Police Foundation, Inc."
V0398,United Jewish Organizations of Williamsburg (UJO),1,United Jewish Organizations of Williamsburg (UJO)
V0399,SECURITY CAMERAS - BENSONHURST,1,SECURITY CAMERAS - BENSONHURST
V0400,DOT - Atlantic Ave Safe Street,1,DOT - Atlantic Ave Safe Street
V0401,DOT - Washington Ave Safe Street,1,DOT - Washington Ave Safe Street
V0402,DOT - Wykoff Safe Street,1,DOT - Wykoff Safe Street
V0403,DOT - Vanderbilt Avenue Merchants District/PHNDC,1,DOT - Vanderbilt Avenue Merchants District/PHNDC
V0404,"DOT - STREET REPAIR - AVE K, AVE J, NOSTRAND AND
 OCEAN AVENUES",1,"DOT - STREET REPAIR - AVE K, AVE J, NOSTRAND AND
 OCEAN AVENUES"
V0405,"DOT - INDUSTRY CITY SAFETY AND STREESCAPE
 IMPROVEMENTS",1,"DOT - INDUSTRY CITY SAFETY AND STREESCAPE
 IMPROVEMENTS"
V0406,"DOT - THE LITTLE RED RIDING HOOD PRE-K SIDEWALK
 EXTENSION",1,"DOT - THE LITTLE RED RIDING HOOD PRE-K SIDEWALK
 EXTENSION"
V0407,Urban Resource Institute,1,Urban Resource Institute
V0408,"Brooklyn Academy of Music, Inc.",1,"Brooklyn Academy of Music, Inc."
V0409,Brooklyn Music School,1,Brooklyn Music School
V0410,New Art Publications Inc. dba BOMB Magazine,1,New Art Publications Inc. dba BOMB Magazine
V0411,The Noel Pointer Foundation,2,The Noel Pointer Foundation | Noel Pointer Foundation
V0412,Jewish Children's Museum,1,Jewish Children's Museum
V0413,"Roulette Intermedium, Inc.",1,"Roulette Intermedium, Inc."
V0414,"City Harvest, Inc.",1,"City Harvest, Inc."
V0415,God's Love We Deliver,1,God's Love We Deliver
V0416,Man Up Inc,1,Man Up Inc
V0417,"The Jewish Board of Families and Children's Services, Inc.",1,"The Jewish Board of Families and Children's Services, Inc."
V0418,"Catholic Charities Neighborhood Services, Inc.",1,"Catholic Charities Neighborhood Services, Inc."
V0419,CAMBA Inc-Bedford -Stuyvesant multi service center,1,CAMBA Inc-Bedford -Stuyvesant multi service center
V0420,Grand Street Settlement Inc.,1,Grand Street Settlement Inc.
V0421,"Turning Point Brooklyn, Inc.",1,"Turning Point Brooklyn, Inc."
V0422,Pratt Institute Brooklyn Fashion + Design Accelerator,1,Pratt Institute Brooklyn Fashion + Design Accelerator
V0423,15K429 Digital Arts and Cinema Technology High School,1,15K429 Digital Arts and Cinema Technology High School
V0424,15K519,1,15K519
V0425,17K382,1,17K382
V0426,17K547- Brooklyn Academy of Science and the Environment,1,17K547- Brooklyn Academy of Science and the Environment
V0427,18K135,1,18K135
V0428,18K208,1,18K208
V0429,18K233,1,18K233
V0430,18K235,1,18K235
V0431,The Canarsie- East Flatbush Engineering Pipeline,1,The Canarsie- East Flatbush Engineering Pipeline
V0432,18K272,1,18K272
V0433,18K276,1,18K276
V0434,19K452-Frederick Douglass Academy VII,1,19K452-Frederick Douglass Academy VII
V0435,19K507-Performing Arts and Technology High School,1,19K507-Performing Arts and Technology High School
V0436,21K468 Kingsborough Early college Secondary School,1,21K468 Kingsborough Early college Secondary School
V0437,"22K240, Andries Hudde JHS",1,"22K240, Andries Hudde JHS"
V0438,"22K535, Goldstein High School for the Sciences",1,"22K535, Goldstein High School for the Sciences"
V0439,23K493 - Brooklyn Collegiate HS,1,23K493 - Brooklyn Collegiate HS
V0440,84K730 - Summit Academy,1,84K730 - Summit Academy
V0441,Academy for Environmental Leadership,1,Academy for Environmental Leadership
V0442,ACORN Community High School,1,ACORN Community High School
V0443,Aspirations Diploma Plus High School,2,Aspirations Diploma Plus High School | ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL
V0444,Benjamin Banneker Academy for Community Development,1,Benjamin Banneker Academy for Community Development
V0445,Benjamin Banneker Academy,1,Benjamin Banneker Academy
V0446,Brooklyn College Academy,1,Brooklyn College Academy
V0447,Brooklyn Emerging Leaders Academy Charter School,1,Brooklyn Emerging Leaders Academy Charter School
V0448,Brooklyn New School PS 146,1,Brooklyn New School PS 146
V0449,Brooklyn Technical High School,1,Brooklyn Technical High School
V0450,Brownsville Collaborative Middle School,1,Brownsville Collaborative Middle School
V0451,Crispus Attucks Elementary School - PS21,1,Crispus Attucks Elementary School - PS21
V0452,District 13's Pre-K Center at Dock Street,1,District 13's Pre-K Center at Dock Street
V0453,EBC High School for Public Service Department of Education,1,EBC High School for Public Service Department of Education
V0454,Edward B. Shallow,1,Edward B. Shallow
V0455,STAR Early College School at Erasmus Hall (17K543),1,STAR Early College School at Erasmus Hall (17K543)
V0456,Fort Hamilton High School,1,Fort Hamilton High School
V0457,Grand Street Campus High Schools,1,Grand Street Campus High Schools
V0458,Hebrew Language Academy,1,Hebrew Language Academy
V0459,I.S. 162 The Willoughby School,1,I.S. 162 The Willoughby School
V0460,I.S. 187 - The Christa McAuliffe School,1,I.S. 187 - The Christa McAuliffe School
V0461,I.S. 78 - Roy H. Mann,1,I.S. 78 - Roy H. Mann
V0462,Intermediate School 392,1,Intermediate School 392
V0463,IS 171,1,IS 171
V0464,Jackie Robinson School PS 375,1,Jackie Robinson School PS 375
V0465,John Dewey High School,1,John Dewey High School
V0466,Gotham Professional Arts Academy,1,Gotham Professional Arts Academy
V0467,Liberty Avenue Middle School,1,Liberty Avenue Middle School
V0468,LIFE Academy High School for Film and Music,1,LIFE Academy High School for Film and Music
V0469,MESA Charter High School,1,MESA Charter High School
V0470,Middle School 126 John Ericsson Middle School,1,Middle School 126 John Ericsson Middle School
V0471,Middle School 681 - Madiba Prep Middle School,1,Middle School 681 - Madiba Prep Middle School
V0472,Middle School 722 New Heights Middle School,1,Middle School 722 New Heights Middle School
V0473,Middle School of Marketing and Legal Studies-18K598,1,Middle School of Marketing and Legal Studies-18K598
V0474,"MS 266, Park Place Community Middle School",1,"MS 266, Park Place Community Middle School"
V0475,Multicultural High School,2,Multicultural High School | MULTICULTURAL HIGH SCHOOL
V0476,Origins High School,2,Origins High School | ORIGINS HIGH SCHOOL
V0477,P 53 K @ Spring Creek,1,P 53 K @ Spring Creek
V0478,"P.S. 003, The Bedford Village",1,"P.S. 003, The Bedford Village"
V0479,P.S. 100- The Coney Island School-The Magnet School of Media Arts and Communication,1,P.S. 100- The Coney Island School-The Magnet School of Media Arts and Communication
V0480,P.S. 119,1,P.S. 119
V0481,"P.S. 177, The Marlboro School",1,"P.S. 177, The Marlboro School"
V0482,Public School 191,1,Public School 191
V0483,P.S. 196 Ten Eyck School,1,P.S. 196 Ten Eyck School
V0484,P.S. 207,1,P.S. 207
V0485,P.S. 309 The George E. Wibecan Preparatory Academy,2,P.S. 309 The George E. Wibecan Preparatory Academy | P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY
V0486,Public School 32 – Samuel Mills Sprole School,1,Public School 32 – Samuel Mills Sprole School
V0487,"P.S. 397, Foster Laurie",2,"P.S. 397, Foster Laurie | P.S. 397 FOSTER-LAURIE"
V0488,P.S. I.S. 155 Nicholas Herkimer School,1,P.S. I.S. 155 Nicholas Herkimer School
V0489,P.S./I.S. 109- Glenwood Academy for Science and Technology,1,P.S./I.S. 109- Glenwood Academy for Science and Technology
V0490,P.S. 91 THE ALBANY AVENUE SCHOOL,2,P.S. 91 THE ALBANY AVENUE SCHOOL | P.S.91 The Albany Avenue School
V0491,P231K @ 54,1,P231K @ 54
V0492,P368K,1,P368K
V0493,P369K@P5K,1,P369K@P5K
V0494,Pathways In Technology Early College High School (P-TECH),1,Pathways In Technology Early College High School (P-TECH)
V0495,PS 007K,1,PS 007K
V0496,PS 101 The Verrazano School,1,PS 101 The Verrazano School
V0497,PS 124K Silas B. Dutcher Elementary School,1,PS 124K Silas B. Dutcher Elementary School
V0498,PS 165 Ida Posner,1,PS 165 Ida Posner
V0499,"PS 185, Walter Kassenbrock",1,"PS 185, Walter Kassenbrock"
V0500,PS 186 Dr. Irving A. Gladstone,1,PS 186 Dr. Irving A. Gladstone
V0501,"PS 194 Raoul Wallenberg, 22K194",1,"PS 194 Raoul Wallenberg, 22K194"
V0502,PS 197 Kings Highway Academy,1,PS 197 Kings Highway Academy
V0503,"PS 222, Katherine R. Snyder Elementary School",1,"PS 222, Katherine R. Snyder Elementary School"
V0504,PS 315K,1,PS 315K
V0505,PS 503 School of Discovery & Exploration,1,PS 503 School of Discovery & Exploration
V0506,PS 52 Sheepshead Bay School,1,PS 52 Sheepshead Bay School
V0507,PS 59 William Floyd,1,PS 59 William Floyd
V0508,PS 8 The Robert Fulton School,1,PS 8 The Robert Fulton School
V0509,"PS 971 School of Math, Science and Healthy Living",1,"PS 971 School of Math, Science and Healthy Living"
V0510,PS/IS 226Alfred De B. Mason,1,PS/IS 226Alfred De B. Mason
V0511,"PS/IS 284 Gregory ""Jocko"" Jackson School of Sports, Arts & Technology",1,"PS/IS 284 Gregory ""Jocko"" Jackson School of Sports, Arts & Technology"
V0512,PS112 - Lefferts Park,1,PS112 - Lefferts Park
V0513,Public School 108K,1,Public School 108K
V0514,Public School 119 Amersfort,1,Public School 119 Amersfort
V0515,Public School 121 Nelson A. Rockefeller,1,Public School 121 Nelson A. Rockefeller
V0516,PUBLIC SCHOOL 13,1,PUBLIC SCHOOL 13
V0517,Public School 137 - The Rachel Jean Mitchell School,1,Public School 137 - The Rachel Jean Mitchell School
V0518,Public School 13K351 - Urban Assembly Unison School,1,Public School 13K351 - Urban Assembly Unison School
V0519,Public School 159- Isaac Pitkin School,1,Public School 159- Isaac Pitkin School
V0520,Public School 161 The Crown,1,Public School 161 The Crown
V0521,Public School 164,1,Public School 164
V0522,Public School 170 - Ralph A. Fabrizio,1,Public School 170 - Ralph A. Fabrizio
V0523,Public School 176 District 20 Brooklyn,1,Public School 176 District 20 Brooklyn
V0524,Public School 191 - Paul Robeson - 17K191,1,Public School 191 - Paul Robeson - 17K191
V0525,Public School 191 17K191,1,Public School 191 17K191
V0526,Public School 217 Col. David Marcus School International School of Arts and Letters,1,Public School 217 Col. David Marcus School International School of Arts and Letters
V0527,Public School 23- The Carter G. Woodson Elementary School,1,Public School 23- The Carter G. Woodson Elementary School
V0528,Public School 230- Doris L. Cohen,1,Public School 230- Doris L. Cohen
V0529,Public School 247,1,Public School 247
V0530,Public School 250 George H. Lindsay Magnet School for Communications & Multimedia Arts,1,Public School 250 George H. Lindsay Magnet School for Communications & Multimedia Arts
V0531,"Public School 268, Emma Lazarus",1,"Public School 268, Emma Lazarus"
V0532,Public School 277 The Gerritsen Beach School,1,Public School 277 The Gerritsen Beach School
V0533,Public School 449- The Brooklyn Latin School,1,Public School 449- The Brooklyn Latin School
V0534,Public School 48-Mapleton,1,Public School 48-Mapleton
V0535,Public School 516 - Sunset Park Avenues Elementary School,1,Public School 516 - Sunset Park Avenues Elementary School
V0536,Public School 65,1,Public School 65
V0537,Public School 677- East New York Elementary School of Excellence,1,Public School 677- East New York Elementary School of Excellence
V0538,Public School MS 51 William Alexander Middle School,1,Public School MS 51 William Alexander Middle School
V0539,Rashan Hoke,1,Rashan Hoke
V0540,Riverdale Avenue Community School,2,Riverdale Avenue Community School | RIVERDALE AVENUE COMMUNITY SCHOOL
V0541,"Ronald E. McNair Elementary School, PS 5",1,"Ronald E. McNair Elementary School, PS 5"
V0542,School Building K096- I.S.096 Seth Low & Success Academy Bensonhurst,1,School Building K096- I.S.096 Seth Low & Success Academy Bensonhurst
V0543,School of the Future Brooklyn 19K663,1,School of the Future Brooklyn 19K663
V0544,"13K419- Science Skills Center High School for Science, Technology and the Creative Artsy",1,"13K419- Science Skills Center High School for Science, Technology and the Creative Artsy"
V0545,The School for Human Rights,1,The School for Human Rights
V0546,The Science and Medicine MS 366,1,The Science and Medicine MS 366
V0547,The Secondary School For Journalism,1,The Secondary School For Journalism
V0548,Victory Collegiate High School 18K576,1,Victory Collegiate High School 18K576
V0549,Walt Whitman Middle School 246,1,Walt Whitman Middle School 246
V0550,P.S. 191,1,P.S. 191
V0551,PS 195K The Manhattan Beach School,1,PS 195K The Manhattan Beach School
V0552,P.S. 12--Jacqueline Peek-Davis Elementary School,1,P.S. 12--Jacqueline Peek-Davis Elementary School
V0553,Public School 644- Eagle Academy II,1,Public School 644- Eagle Academy II
V0554,Mott Hall IV k522,1,Mott Hall IV k522
V0555,I.S. 201,1,I.S. 201
V0556,"PS/IS 229, Dyker School",1,"PS/IS 229, Dyker School"
V0557,Liberation Diploma Plus High,1,Liberation Diploma Plus High
V0558,Nelson Mandela High School,1,Nelson Mandela High School
V0559,Brooklyn Arts and Science Elementary School,1,Brooklyn Arts and Science Elementary School
V0560,Brighter Choice Community School,1,Brighter Choice Community School
V0561,P.S. 308 Clara Cardwell,1,P.S. 308 Clara Cardwell
V0562,P.S. 380 John Wayne Elementary,2,P.S. 380 John Wayne Elementary | P.S. 380 JOHN WAYNE ELEMENTARY
V0563,"Kingsborough Community College, City University of New York",1,"Kingsborough Community College, City University of New York"
V0564,Brevoort Resident Association,1,Brevoort Resident Association
V0565,Marcy Community Center,1,Marcy Community Center
V0566,NYCHA Hope Gardens Community Center,1,NYCHA Hope Gardens Community Center
V0567,Marlboro Houses,1,Marlboro Houses
V0568,"Howard Houses Tenant Council, Inc.",1,"Howard Houses Tenant Council, Inc."
V0569,Kings Bay Houses,1,Kings Bay Houses
V0570,HPD - Radson/Linden,1,HPD - Radson/Linden
V0571,Caton Flats HDFC (A to-be-formed HDFC),1,Caton Flats HDFC (A to-be-formed HDFC)
V0572,Habitat for Humanity NYC Inc,2,Habitat for Humanity NYC Inc | Habitat for Humanity NYC
V0573,HPD - Dummont Commons,1,HPD - Dummont Commons
V0574,HPD - Ebenezer Plaza,1,HPD - Ebenezer Plaza
V0575,HPD - Dumont Commons,1,HPD - Dumont Commons
V0576,HPD - Radson/BPHM Senior Residence,1,HPD - Radson/BPHM Senior Residence
V0577,Shirley Chisholm/Tilden Community Center,1,Shirley Chisholm/Tilden Community Center
V0578,"Friends of Wingate Park, Inc.",1,"Friends of Wingate Park, Inc."
V0579,New York Restoration Project,1,New York Restoration Project
V0580,DPR - Froggy Park,1,DPR - Froggy Park
V0581,DPR- Trees for Rogers Ave,1,DPR- Trees for Rogers Ave
V0582,DPR - Paerdegat Park - Cristo Rey Brooklyn High School,1,DPR - Paerdegat Park - Cristo Rey Brooklyn High School
V0583,DPR - Bildersee,1,DPR - Bildersee
V0584,DPR - Fort Greene Park Conservancy,1,DPR - Fort Greene Park Conservancy
V0585,DPR - Harold Ickes Playground,1,DPR - Harold Ickes Playground
V0586,The American National Red Cross dba American Red Cross. Local Chapter: American Red Cross in Greater New York,1,The American National Red Cross dba American Red Cross. Local Chapter: American Red Cross in Greater New York
V0587,Wyckoff Heights Medical Center,1,Wyckoff Heights Medical Center
V0588,"The Floating Hospital, Inc.",1,"The Floating Hospital, Inc."
V0589,NYC Health + Hospitals/Woodhull,1,NYC Health + Hospitals/Woodhull
V0590,Brownsville Community Development Corporation,1,Brownsville Community Development Corporation
V0591,New York-Presbyterian Brooklyn Methodist Hospital,1,New York-Presbyterian Brooklyn Methodist Hospital
V0592,New York City Health + Hospitals/ Kings County,1,New York City Health + Hospitals/ Kings County
V0593,FDNY,1,FDNY
V0594,NYPD,1,NYPD
V0595,Myrtle Avenue Revitalization Project LDC (MARP),1,Myrtle Avenue Revitalization Project LDC (MARP)
V0596,"BEL Community Housing, LLC",1,"BEL Community Housing, LLC"
V0597,K151 P.S. 151 LYNDON B. JOHNSON 763 KNICKERBOCKER AVENUE,1,K151 P.S. 151 LYNDON B. JOHNSON 763 KNICKERBOCKER AVENUE
V0598,Shore Front Council Housing Development Fund Corporation,1,Shore Front Council Housing Development Fund Corporation
V0599,Target Margin Theater,1,Target Margin Theater
V0600,Catholic Charities Progress of Peoples Development Corporation,1,Catholic Charities Progress of Peoples Development Corporation
V0601,"Brooklyn Bureau of Community Service, d/b/a Brooklyn Community Services (BCS)",1,"Brooklyn Bureau of Community Service, d/b/a Brooklyn Community Services (BCS)"
V0602,Shema Kolainu,1,Shema Kolainu
V0603,DPR - Albemarle Playground,1,DPR - Albemarle Playground
V0604,Hispanic Information and Telecommunication Network Inc.,2,Hispanic Information and Telecommunication Network Inc. | Hispanic Information & Telecommunication Network Inc.
V0605,PS 295/MS 443K,1,PS 295/MS 443K
V0606,PS 146 Brooklyn New School,1,PS 146 Brooklyn New School
V0607,Brooklyn Urban Garden Charter School,1,Brooklyn Urban Garden Charter School
V0608,Hebrew Language Academy Charter School-2 (HLA2),1,Hebrew Language Academy Charter School-2 (HLA2)
V0609,JHS 218,1,JHS 218
V0610,Margaret S. Douglas Middle School,1,Margaret S. Douglas Middle School
V0611,JUAN MOREL CAMPOS SECONDARY SCHOOL,1,JUAN MOREL CAMPOS SECONDARY SCHOOL
V0612,PARKSIDE PREPARATORY ACADEMY,1,PARKSIDE PREPARATORY ACADEMY
V0613,P.S. 005 DR. RONALD MCNAIR,1,P.S. 005 DR. RONALD MCNAIR
V0614,NORMA ADAMS CLEMONS ACADEMY,1,NORMA ADAMS CLEMONS ACADEMY
V0615,P.S. 009 TEUNIS G. BERGEN,1,P.S. 009 TEUNIS G. BERGEN
V0616,DR. JACQUELINE PEEK-DAVIS SCHOOL,1,DR. JACQUELINE PEEK-DAVIS SCHOOL
V0617,P.S. 13 ROBERTO CLEMENTE,1,P.S. 13 ROBERTO CLEMENTE
V0618,P.S. 15 PATRICK F. DALY,1,P.S. 15 PATRICK F. DALY
V0619,P.S. 021 CRISPUS ATTUCKS,1,P.S. 021 CRISPUS ATTUCKS
V0620,P.S. 025 EUBIE BLAKE SCHOOL,1,P.S. 025 EUBIE BLAKE SCHOOL
V0621,P.S. 029 JOHN M. HARRIGAN,1,P.S. 029 JOHN M. HARRIGAN
V0622,P.S. 44 MARCUS GARVEY,1,P.S. 44 MARCUS GARVEY
V0623,P.S. 048 MAPLETON,1,P.S. 048 MAPLETON
V0624,M.S. 51 WILLIAM ALEXANDER,1,M.S. 51 WILLIAM ALEXANDER
V0625,P.S. 056 LEWIS H. LATIMER,1,P.S. 056 LEWIS H. LATIMER
V0626,P.S. 66,1,P.S. 66
V0627,P.S. 67 CHARLES A. DORSEY,1,P.S. 67 CHARLES A. DORSEY
V0628,P.S. 69 VINCENT D. GRIPPO SCHOOL 6,1,P.S. 69 VINCENT D. GRIPPO SCHOOL 6
V0629,P.S. 081 THADDEUS STEVENS,1,P.S. 081 THADDEUS STEVENS
V0630,P.S. 084 JOSE DE DIEGO,1,P.S. 084 JOSE DE DIEGO
V0631,P.S. 90 EDNA COHEN SCHOOL,1,P.S. 90 EDNA COHEN SCHOOL
V0632,P.S. 092 ADRIAN HEGEMAN,1,P.S. 092 ADRIAN HEGEMAN
V0633,P.S. 093 WILLIAM H. PRESCOTT,1,P.S. 093 WILLIAM H. PRESCOTT
V0634,P.S. 105 THE BLYTHEBOURNE,1,P.S. 105 THE BLYTHEBOURNE
V0635,P.S. 106 EDWARD EVERETT HALE,1,P.S. 106 EDWARD EVERETT HALE
V0636,P.S. 108 SAL ABBRACCIAMENTO,1,P.S. 108 SAL ABBRACCIAMENTO
V0637,M.S. 113 RONALD EDMONDS LEARNING CENTER,1,M.S. 113 RONALD EDMONDS LEARNING CENTER
V0638,P.S. 114 RYDER ELEMENTARY,1,P.S. 114 RYDER ELEMENTARY
V0639,P.S. 115 DANIEL MUCATEL SCHOOL,1,P.S. 115 DANIEL MUCATEL SCHOOL
V0640,P.S. 116 ELIZABETH L FARRELL,1,P.S. 116 ELIZABETH L FARRELL
V0641,P.S. 131 BROOKLYN,1,P.S. 131 BROOKLYN
V0642,P.S./I.S. 137 RACHEL JEAN MITCHELL,1,P.S./I.S. 137 RACHEL JEAN MITCHELL
V0643,P.S. 145 ANDREW JACKSON,1,P.S. 145 ANDREW JACKSON
V0644,P.S. 147 ISAAC REMSEN,1,P.S. 147 ISAAC REMSEN
V0645,P.S. 150 CHRISTOPHER,1,P.S. 150 CHRISTOPHER
V0646,SCHOOL OF SCIENCE & TECHNOLOGY,1,SCHOOL OF SCIENCE & TECHNOLOGY
V0647,THE WINDSOR TERRACE SCHOOL,1,THE WINDSOR TERRACE SCHOOL
V0648,P.S./ I.S. 155 NICHOLAS HERKIMER,1,P.S./ I.S. 155 NICHOLAS HERKIMER
V0649,P.S. 156 Waverly. School,1,P.S. 156 Waverly. School
V0650,K157 P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY 850 KENT AVENUE,1,K157 P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY 850 KENT AVENUE
V0651,P.S. 158 WARWICK,1,P.S. 158 WARWICK
V0652,K158 P.S. 158 WARWICK 400 ASHFORD STREET,2,K158 P.S. 158 WARWICK 400 ASHFORD STREET | K158 P.S. 158 Warwick 400 Ashford Street
V0653,P.S. 159 ISAAC PITKIN,1,P.S. 159 ISAAC PITKIN
V0654,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,1,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH
V0655,P.S. 169 SUNSET PARK,1,P.S. 169 SUNSET PARK
V0656,I.S. 171 ABRAHAM LINCOLN,1,I.S. 171 ABRAHAM LINCOLN
V0657,P.S. 176 OVINGTON,1,P.S. 176 OVINGTON
V0658,P.S. 177 THE MARLBORO,1,P.S. 177 THE MARLBORO
V0659,P.S. 178 SAINT CLAIR MCKELWAY,1,P.S. 178 SAINT CLAIR MCKELWAY
V0660,P.S. 184 NEWPORT,1,P.S. 184 NEWPORT
V0661,P.S. 185 WALTER KASSENBROCK,1,P.S. 185 WALTER KASSENBROCK
V0662,THE CHRISTA MCAULIFFE SCHOOL,1,THE CHRISTA MCAULIFFE SCHOOL
V0663,P.S. 189 THE BILINGUAL CENTER,1,P.S. 189 THE BILINGUAL CENTER
V0664,P.S. 195 MANHATTAN BEACH,1,P.S. 195 MANHATTAN BEACH
V0665,P.S. 197 - THE KINGS HIGHWAY ACADEMY,1,P.S. 197 - THE KINGS HIGHWAY ACADEMY
V0666,P.S. 202 ERNEST S. JENKYNS,1,P.S. 202 ERNEST S. JENKYNS
V0667,P.S. 206 JOSEPH F LAMB,1,P.S. 206 JOSEPH F LAMB
V0668,P.S. 208 ELSA EBELING,1,P.S. 208 ELSA EBELING
V0669,P.S. 213 NEW LOTS,1,P.S. 213 NEW LOTS
V0670,JAMES P. SINNOTT,1,JAMES P. SINNOTT
V0671,P.S. 219 KENNEDY-KING,1,P.S. 219 KENNEDY-KING
V0672,P.S. 221 TOUSSAINT L'OUVERTURE,1,P.S. 221 TOUSSAINT L'OUVERTURE
V0673,P.S. 224 HALE A. WOODRUFF,1,P.S. 224 HALE A. WOODRUFF
V0674,P.S. 231,1,P.S. 231
V0675,P.S. 233 LANGSTON HUGHES,1,P.S. 233 LANGSTON HUGHES
V0676,P.S. 235 JANICE MARIE KNIGHT SCHOOL,1,P.S. 235 JANICE MARIE KNIGHT SCHOOL
V0677,P.S. 241 EMMA L. JOHNSTON 976 PRESIDENT STREET,1,P.S. 241 EMMA L. JOHNSTON 976 PRESIDENT STREET
V0678,P.S. 245,1,P.S. 245
V0679,P.S. 249 THE CATON,1,P.S. 249 THE CATON
V0680,P.S. 250 GEORGE H. LINDSAY,1,P.S. 250 GEORGE H. LINDSAY
V0681,K254 P.S. 254 DAG HAMMARSKJOLD 1801 AVENUE Y,1,K254 P.S. 254 DAG HAMMARSKJOLD 1801 AVENUE Y
V0682,P.S. 256 BENJAMIN BANNEKER,1,P.S. 256 BENJAMIN BANNEKER
V0683,J.H.S. 259 WILLIAM MCKINLEY,1,J.H.S. 259 WILLIAM MCKINLEY
V0684,P.S. 261 PHILIP LIVINGSTON,1,P.S. 261 PHILIP LIVINGSTON
V0685,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,1,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS
V0686,P.S. 273 WORTMAN,1,P.S. 273 WORTMAN
V0687,P.S. 279 HERMAN SCHREIBER,1,P.S. 279 HERMAN SCHREIBER
V0688,P.S. 282 PARK SLOPE,1,P.S. 282 PARK SLOPE
V0689,P.S. 290 JUAN MOREL CAMPOS,1,P.S. 290 JUAN MOREL CAMPOS
V0690,P.S. 297 ABRAHAM STOCKTON,1,P.S. 297 ABRAHAM STOCKTON
V0691,P.S. 298 DR. BETTY SHABAZZ,1,P.S. 298 DR. BETTY SHABAZZ
V0692,P.S. 306 ETHAN ALLEN,1,P.S. 306 ETHAN ALLEN
V0693,P.S. 312 BERGEN BEACH,1,P.S. 312 BERGEN BEACH
V0694,DOCK STREET SCHOOL,1,DOCK STREET SCHOOL
V0695,P.S. 316 ELIJAH STROUD,1,P.S. 316 ELIJAH STROUD
V0696,P.S./I.S. 323,1,P.S./I.S. 323
V0697,P.S. 327 DR. ROSE B. ENGLISH,1,P.S. 327 DR. ROSE B. ENGLISH
V0698,K328 P.S. 328 PHYLLIS WHEATLEY 330 ALABAMA AVENUE,1,K328 P.S. 328 PHYLLIS WHEATLEY 330 ALABAMA AVENUE
