invoice_id,po_id,vendor_id,vendor_name,amount,period,status,submitted_at,doc_uri,missing_field,label_is_duplicate,label_dead_job
INV-00183,LBM15MPRF,V0469,MESA Charter High School,217123.96,202605,pending,2026-05-15,docs/invoices/INV-00183.pdf,none,false,false
INV-00184,P-3CPIART,V0795,K527 Urban Assembly Institute Of Math And Science For Young Women 283 Adams Street,78942.4,202605,paid,2026-05-14,docs/invoices/INV-00184.pdf,none,false,false
INV-00185,MED673,V0060,Museum of Contemporary African Diasporan Arts,780377.14,202605,paid,2026-05-27,docs/invoices/INV-00185.pdf,none,false,false
INV-00186,AG01NELS,V0877,NYC Health + Hospitals/ Kings County,19175.85,202605,pending,2026-05-01,docs/invoices/INV-00186.pdf,none,false,false
INV-00187,34202303,V0878,"NYC Health + Hospitals/ Gotham Health, East New York",76556,202605,denied,2026-05-28,docs/invoices/INV-00187.pdf,none,false,false
INV-00188,SEED-LPPR,V0568,"Howard Houses Tenant Council, Inc.",155391.52,202605,paid,2026-05-27,docs/invoices/INV-00188.pdf,none,false,false
INV-00189,P-4FTTOTB,V0605,PS 295/MS 443K,193139.86,202605,pending,2026-05-24,docs/invoices/INV-00189.pdf,none,false,false
INV-00190,FVESSGANR,V0663,P.S. 189 THE BILINGUAL CENTER,279809.49,202605,paid,2026-05-15,docs/invoices/INV-00190.pdf,none,false,false
INV-00191,HWP23QC2,V0721,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL 5,608023.82,202605,pending,2026-05-07,docs/invoices/INV-00191.pdf,none,false,false
INV-00192,BBJ-M,V0183,"DPR -  Cadman Park Conservancy, Inc.",237307734.2,202605,paid,2026-05-28,docs/invoices/INV-00192.pdf,none,false,false
INV-00193,BBJ-M,V0183,"DPR - Cadman Park Conservancy, Inc.",237307734.2,202605,pending,2026-05-08,docs/invoices/INV-00193.pdf,none,true,false
INV-00194,ACEHHC803,V0759,K009 P.S. 009 TEUNIS G. BERGEN 80 UNDERHILL AVENUE,298923.46,202605,pending,2026-05-28,docs/invoices/INV-00194.pdf,none,false,false
INV-00195,CO304RF1,V0056,"ISSUE Project Room, Inc.",626205.18,202605,denied,2026-05-02,docs/invoices/INV-00195.pdf,none,false,false
INV-00196,E13-0002,V0474,"MS 266, Park Place Community Middle School",598562.32,202605,pending,2026-05-11,docs/invoices/INV-00196.pdf,none,false,true
INV-00197,74202601,V0130,P.S. 023 Carter G. Woodson,1314.91,202605,paid,2026-05-01,docs/invoices/INV-00197.pdf,none,false,false
INV-00198,P-202CBPK,V0551,PS 195K The Manhattan Beach School,1154728.87,202605,paid,2026-05-23,docs/invoices/INV-00198.pdf,period,false,false
INV-00199,33202402,V0002,Wildlife Conservation Society New York Aquarium,122375.51,202605,pending,2026-05-03,docs/invoices/INV-00199.pdf,none,false,false
INV-00200,CONEYINF,V0248,Beginning with Children Charter School 2 K037,38209.45,202605,denied,2026-05-16,docs/invoices/INV-00200.pdf,none,false,true
INV-00201,CA091QB25,V0026,23K363 Brownsville Collaborative Middle School,43028.59,202605,paid,2026-05-17,docs/invoices/INV-00201.pdf,none,false,false
INV-00202,HBCD017C,V0414,"City Harvest, Inc.",178721.5,202605,paid,2026-05-15,docs/invoices/INV-00202.pdf,amount,false,false
INV-00203,MIBBNC04B,V0595,Myrtle Avenue Revitalization Project LDC (MARP),3288965.72,202605,pending,2026-05-06,docs/invoices/INV-00203.pdf,vendor_name,false,false
INV-00204,BNYTIFUND,V0229,Sephardic Community Center,231393.09,202605,pending,2026-05-16,docs/invoices/INV-00204.pdf,none,false,false
INV-00205,LQSTWSOLR,V0665,P.S. 197 - THE KINGS HIGHWAY ACADEMY,5622.75,202605,paid,2026-05-13,docs/invoices/INV-00205.pdf,none,false,false
INV-00206,P-6TPR24B,V0118,Middle School 763- Brooklyn Science and Engineering Academy,134345.64,202605,paid,2026-05-17,docs/invoices/INV-00206.pdf,none,false,false
INV-00207,LQCA19QVB,V0612,PARKSIDE PREPARATORY ACADEMY,834775.77,202605,pending,2026-05-07,docs/invoices/INV-00207.pdf,none,false,false
INV-00208,WI-318-L,V0056,Issue Project Room,203612.23,202605,paid,2026-05-21,docs/invoices/INV-00208.pdf,none,false,false
INV-00209,12202101,V0365,THE BROOKLYN SCHOOL OF INQUIRY,137433.2,202605,paid,2026-05-11,docs/invoices/INV-00209.pdf,none,false,false
INV-00210,SNSTFRGH2,V0122,P.S. 040 George W. Carver,2144480.6,202605,paid,2026-05-02,docs/invoices/INV-00210.pdf,none,false,false
INV-00211,PO79-ADA,V0312,PS 372 - The Children's School,1233063.54,202605,denied,2026-05-12,docs/invoices/INV-00211.pdf,none,false,false
INV-00212,RH-94-L,V0124,Public School 123 -The Suydam School,57059.74,202605,denied,2026-05-25,docs/invoices/INV-00212.pdf,none,false,false
INV-00213,F204RAND9,V0189,DPR - Prospect Park Alliance,12799.11,202605,paid,2026-05-02,docs/invoices/INV-00213.pdf,none,false,false
INV-00214,F204RAND9,V0189,DPR - Prospect Park Alliance,12799.11,202605,pending,2026-05-02,docs/invoices/INV-00214.pdf,none,true,false
INV-00215,HBCD019,V0020,K188,366820.37,202605,pending,2026-05-05,docs/invoices/INV-00215.pdf,none,false,false
INV-00216,CA202-006,V0289,"P.S. 274, Kosciusko",12320.29,202605,paid,2026-05-19,docs/invoices/INV-00216.pdf,none,false,true
INV-00217,CA202-006,V0289,P.S. 274 KOSCIUSKO,12320.29,202605,pending,2026-05-17,docs/invoices/INV-00217.pdf,none,true,true
INV-00218,PW29310R,V0130,P.S. 023 CARTER G. WOODSON,708994.18,202605,paid,2026-05-09,docs/invoices/INV-00218.pdf,none,false,false
INV-00219,PW266TOIL,V0459,I.S. 162 The Willoughby School,250252.24,202605,paid,2026-05-23,docs/invoices/INV-00219.pdf,none,false,false
INV-00220,HB1070EN,V0118,Middle School 763 - Brooklyn Science and Engineering Academy,900639.92,202605,paid,2026-05-15,docs/invoices/INV-00220.pdf,none,false,false
INV-00221,HB1070EN,V0118,Middle School 763- Brooklyn Science and Engineering Academy,900639.92,202605,pending,2026-05-14,docs/invoices/INV-00221.pdf,none,true,false
INV-00222,HWCWSTPR,V0050,Maimonides Medical Center,87564.08,202605,paid,2026-05-23,docs/invoices/INV-00222.pdf,none,false,false
INV-00223,11202209,V0026,23K363 - Brownsville Collaborative Middle School,1106268.29,202605,paid,2026-05-27,docs/invoices/INV-00223.pdf,none,false,false
INV-00224,P-210DRPG,V0604,Hispanic Information and Telecommunication Network Inc.,48654.24,202605,paid,2026-05-07,docs/invoices/INV-00224.pdf,none,false,false
INV-00225,P-5SWRC23,V0540,Riverdale Avenue Community School,124730.82,202605,pending,2026-05-03,docs/invoices/INV-00225.pdf,none,false,false
INV-00226,HL82BUSHC,V0187,"DPR - Grand Street District Management Association, Inc.",155451.81,202605,paid,2026-05-08,docs/invoices/INV-00226.pdf,none,false,false
INV-00227,LQRVRN-25,V0977,"Comunilife, Inc.",328867.5,202605,pending,2026-05-16,docs/invoices/INV-00227.pdf,none,false,false
INV-00228,P-200PPEP,V0381,"FIFTH AVE COMMITTEE, INC",16754.83,202605,paid,2026-05-02,docs/invoices/INV-00228.pdf,none,false,false
INV-00229,ACEDOS241,V0604,Hispanic Information and Telecommunication Network Inc.,66752.8,202605,denied,2026-05-18,docs/invoices/INV-00229.pdf,none,false,false
INV-00230,HS047-013,V0248,Beginning with Children Charter School 2 K037,13145.66,202605,paid,2026-05-24,docs/invoices/INV-00230.pdf,none,false,true
INV-00231,22202602,V0169,Midwood High School 22K405,4437.32,202605,paid,2026-05-19,docs/invoices/INV-00231.pdf,none,false,false
INV-00232,22202602,V0169,Midwood High School 22K405,4437.32,202605,pending,2026-05-11,docs/invoices/INV-00232.pdf,none,true,false
INV-00233,PV034RR77,V0147,Public School 373 - Brooklyn Transition Center,1405814.33,202605,paid,2026-05-10,docs/invoices/INV-00233.pdf,none,false,false
INV-00234,P-1WASHPK,V0351,Public School 59 William Floyd,379828.08,202605,paid,2026-05-20,docs/invoices/INV-00234.pdf,none,false,false
INV-00235,P-203HVKP,V0035,"Ridgewood Bushwick Senior Citizens Council, Inc.",91281.18,202605,paid,2026-05-27,docs/invoices/INV-00235.pdf,none,false,false
INV-00236,EO26-0074,V0596,"BEL Community Housing, LLC",20729.48,202605,paid,2026-05-16,docs/invoices/INV-00236.pdf,none,false,true
INV-00237,P-2TRSD23,V0880,NYCDOT - Tillary Street,161463.86,202605,paid,2026-05-20,docs/invoices/INV-00237.pdf,none,false,false
INV-00238,P-400ZO18,V0443,Aspirations Diploma Plus High School,19041.61,202605,paid,2026-05-13,docs/invoices/INV-00238.pdf,none,false,false
INV-00239,HHNC001,V0299,P753K- Brooklyn School for Career Development,17686.5,202605,paid,2026-05-10,docs/invoices/INV-00239.pdf,none,false,false
INV-00240,NYCFEMISS,V0250,Carroll Gardens School for Innovation (MS442),989576.08,202605,paid,2026-05-17,docs/invoices/INV-00240.pdf,none,false,false
INV-00241,PO79-375P,V0150,Public School 44,717766.38,202605,pending,2026-05-17,docs/invoices/INV-00241.pdf,none,false,true
INV-00242,P-2BDCHOS,V0312,PS 372 - The Children's School,49644.1,202605,denied,2026-05-27,docs/invoices/INV-00242.pdf,none,false,false
INV-00243,P-412DOP3,V0155,"PS 770, The New American Academy",371583.49,202605,paid,2026-05-11,docs/invoices/INV-00243.pdf,vendor_name,false,false
INV-00244,CA049-019,V0183,"DPR -  Cadman Park Conservancy, Inc.",99046.21,202605,paid,2026-05-09,docs/invoices/INV-00244.pdf,none,false,true
INV-00245,CA049-019,V0183,"DPR - Cadman Park Conservancy, Inc.",99046.21,202605,pending,2026-05-01,docs/invoices/INV-00245.pdf,none,true,true
INV-00246,HBCR26B,V0002,Wildlife Conservation Society New York Aquarium,391719.21,202605,paid,2026-05-12,docs/invoices/INV-00246.pdf,none,false,false
INV-00247,HAM18MHCC,V0490,P.S. 91 THE ALBANY AVENUE SCHOOL,374792.56,202605,paid,2026-05-05,docs/invoices/INV-00247.pdf,none,false,false
INV-00248,HAM18MHCC,V0490,P.S.91 The Albany Avenue School,374792.56,202605,pending,2026-05-03,docs/invoices/INV-00248.pdf,none,true,false
INV-00249,WI-EXP,V0487,"P.S. 397, Foster Laurie",23942587.45,202605,paid,2026-05-06,docs/invoices/INV-00249.pdf,none,false,true
INV-00250,BWSJOCG26,V0209,"COMMUNITY HEALTHCARE NETWORK, INC",1137739.04,202605,denied,2026-05-10,docs/invoices/INV-00250.pdf,none,false,false
INV-00251,RH-83,V0497,PS 124K Silas B. Dutcher Elementary School,4199666.95,202605,pending,2026-05-25,docs/invoices/INV-00251.pdf,none,false,false
INV-00252,P-6CPSTR1,V0142,PS 307,209600.5,202605,paid,2026-05-28,docs/invoices/INV-00252.pdf,none,false,false
INV-00253,P-3SHARCS,V0144,P.S. 321 WILLIAM PENN,186268.74,202605,paid,2026-05-16,docs/invoices/INV-00253.pdf,none,false,false
INV-00254,PO79BMAHX,V0187,"DPR -  Grand Street District Management Association, Inc.",18053.59,202605,paid,2026-05-18,docs/invoices/INV-00254.pdf,po_id,false,true
INV-00255,P-203RBP1,V0476,Origins High School,175423.24,202605,paid,2026-05-27,docs/invoices/INV-00255.pdf,none,false,false
INV-00256,PW326CB17,V0187,"DPR -  Grand Street District Management Association, Inc.",5707.95,202605,pending,2026-05-14,docs/invoices/INV-00256.pdf,po_id,false,false
INV-00257,HBM1027,V0460,I.S. 187 - The Christa McAuliffe School,5213693.93,202605,paid,2026-05-26,docs/invoices/INV-00257.pdf,none,false,false
INV-00258,SANDY5-54,V0840,K160 P.S. 160 William T. Sampson 5105 Fort Hamilton Parkway,20695.02,202605,paid,2026-05-05,docs/invoices/INV-00258.pdf,none,false,false
INV-00259,BX049-020,V0561,P.S. 308 Clara Cardwell,40064.18,202605,paid,2026-05-27,docs/invoices/INV-00259.pdf,none,false,false
INV-00260,HWPLZ017K,V0447,Brooklyn Emerging Leaders Academy Charter School,228084.93,202605,pending,2026-05-15,docs/invoices/INV-00260.pdf,none,false,false
INV-00261,P-312FWTC,V0248,Beginning with Children Charter School 2 K037,31163.73,202605,denied,2026-05-21,docs/invoices/INV-00261.pdf,none,false,false
INV-00262,P-203JHPG,V0126,Public School 147 - Isaac Remsen School,49264.22,202605,paid,2026-05-26,docs/invoices/INV-00262.pdf,none,false,false
INV-00263,PO79CWAC,V0006,"Brooklyn Academy of Music, Inc. (BAM)",647340.86,202605,denied,2026-05-21,docs/invoices/INV-00263.pdf,none,false,true
INV-00264,LBC17CDOP,V0187,"DPR - Grand Street District Management Association, Inc.",75911.61,202605,paid,2026-05-26,docs/invoices/INV-00264.pdf,none,false,false
INV-00265,11202104,V0333,Public School 180 - The SEEALL Academy,172387.8,202605,paid,2026-05-14,docs/invoices/INV-00265.pdf,none,false,false
INV-00266,PV466QTP,V0620,P.S. 025 EUBIE BLAKE SCHOOL,254811.4,202605,paid,2026-05-25,docs/invoices/INV-00266.pdf,none,false,false
INV-00267,P-3PIN181,V0172,Surf gardens development,31055.46,202605,paid,2026-05-04,docs/invoices/INV-00267.pdf,none,false,false
INV-00268,P-2PPLHFR,V0045,Brooklyn Bridge Park Corporation,18837.84,202605,denied,2026-05-12,docs/invoices/INV-00268.pdf,none,false,false
INV-00269,P-4FTTOTC,V0733,LYONS COMMUNITY SCHOOL,16009.5,202605,paid,2026-05-14,docs/invoices/INV-00269.pdf,none,false,false
INV-00270,BED-768B,V0146,P.S. 335 Granville T. Woods,1355471.46,202605,paid,2026-05-05,docs/invoices/INV-00270.pdf,none,false,false
INV-00271,EO26-0056,V0436,21K468 Kingsborough Early college Secondary School,11674.52,202605,paid,2026-05-11,docs/invoices/INV-00271.pdf,none,false,false
INV-00272,ACEDCA215,V0370,Upper School @ P.S. 25 - Middle School 534,241046.47,202605,paid,2026-05-19,docs/invoices/INV-00272.pdf,none,false,false
INV-00273,PO79BMAKZ,V0562,P.S. 380 John Wayne Elementary,6043.64,202605,paid,2026-05-09,docs/invoices/INV-00273.pdf,none,false,false
INV-00274,LQNFP-ADA,V0247,BEDFORD ACADEMY HIGH SCHOOL,233335.6,202605,pending,2026-05-01,docs/invoices/INV-00274.pdf,po_id,false,false
INV-00275,HWQ274F,V0563,"Kingsborough Community College, City University of New York",89959.22,202605,paid,2026-05-18,docs/invoices/INV-00275.pdf,none,false,false
INV-00276,P-312JHRW,V0493,P369K@P5K,7138.7,202605,paid,2026-05-09,docs/invoices/INV-00276.pdf,none,false,false
INV-00277,PW77CTCX4,V0174,Crown Gardens Housing Corporation,656279.41,202605,paid,2026-05-09,docs/invoices/INV-00277.pdf,none,false,false
INV-00278,PW77CTCX4,V0174,Crown Gardens Housing Corp.,656279.41,202605,pending,2026-05-26,docs/invoices/INV-00278.pdf,none,true,false
INV-00279,FD175W288,V0144,P.S. 321 WILLIAM PENN,5324.73,202605,denied,2026-05-15,docs/invoices/INV-00279.pdf,none,false,false
INV-00280,QC070-018,V0443,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,131903.83,202605,paid,2026-05-08,docs/invoices/INV-00280.pdf,period,false,false
INV-00281,GI-CON-5B,V0426,17K547- Brooklyn Academy of Science and the Environment,286854.84,202605,paid,2026-05-17,docs/invoices/INV-00281.pdf,none,false,false
INV-00282,48202206,V0475,MULTICULTURAL HIGH SCHOOL,1143311.63,202605,denied,2026-05-02,docs/invoices/INV-00282.pdf,none,false,false
INV-00283,P-213KSRP,V0838,K609 Urban Assembly School For Criminal Justice 4200 16 Avenue,324622.8,202605,paid,2026-05-25,docs/invoices/INV-00283.pdf,none,false,false
INV-00284,P-312JHFA,V0086,Cultural Academy for the Arts and Sciences,15130.66,202605,pending,2026-05-06,docs/invoices/INV-00284.pdf,none,false,false
INV-00285,HWKMETWF2,V0474,"MS 266, Park Place Community Middle School",354393.13,202605,pending,2026-05-15,docs/invoices/INV-00285.pdf,none,false,false
INV-00286,P-107HRSP,V0078,New Lab at Brooklyn Navy Yard,181417.29,202605,paid,2026-05-28,docs/invoices/INV-00286.pdf,none,false,false
INV-00287,HH112KNUG,V0122,P.S. 040 George W. Carver,1168333.24,202605,paid,2026-05-26,docs/invoices/INV-00287.pdf,none,false,false
INV-00288,S136-366D,V0351,Public School 59 William Floyd,627429.43,202605,paid,2026-05-28,docs/invoices/INV-00288.pdf,none,false,false
INV-00289,P-206RHCF,V0245,Abraham Lincoln High School,54172.8,202605,pending,2026-05-09,docs/invoices/INV-00289.pdf,none,false,false
INV-00290,S136-436A,V0183,"DPR -  Cadman Park Conservancy, Inc.",236656.1,202605,paid,2026-05-27,docs/invoices/INV-00290.pdf,none,false,false
INV-00291,P-4FPKDRR,V0784,"The Bushwick Starr, Inc.",23360.31,202605,pending,2026-05-09,docs/invoices/INV-00291.pdf,none,false,false
INV-00292,P-6PNYT23,V0150,Public School 44,110089.61,202605,pending,2026-05-18,docs/invoices/INV-00292.pdf,none,false,false
INV-00293,NYCFROCKA,V0146,P.S. 335 Granville T. Woods,28868.52,202605,pending,2026-05-25,docs/invoices/INV-00293.pdf,none,false,false
INV-00294,HWKAVEJ81,V0425,17K382,836246.47,202605,paid,2026-05-10,docs/invoices/INV-00294.pdf,none,false,false
INV-00295,RS-PH1,V0817,K045 P.S./I.S. 045 Horace E. Greene 84 Schaefer Street,1740632.91,202605,paid,2026-05-04,docs/invoices/INV-00295.pdf,none,false,false
INV-00296,GR001-026,V0360,Science Skills Center High School,63436.85,202605,paid,2026-05-20,docs/invoices/INV-00296.pdf,none,false,false
INV-00297,P-5CLVCHL,V0163,Central Brooklyn Ascend Charter School,3231.29,202605,paid,2026-05-03,docs/invoices/INV-00297.pdf,period,false,true
INV-00298,ID21WD299,V0009,"Gallim Dance Company, Inc.",4063.75,202605,paid,2026-05-08,docs/invoices/INV-00298.pdf,none,false,true
INV-00299,HW2CR21C,V0760,K023 P.S. 023 CARTER G. WOODSON 545 WILLOUGHBY AVENUE,1069663.04,202605,paid,2026-05-25,docs/invoices/INV-00299.pdf,none,false,false
INV-00300,BNYSTEAM2,V0144,P.S. 321 WILLIAM PENN,4569.51,202605,paid,2026-05-10,docs/invoices/INV-00300.pdf,none,false,false
INV-00301,PV293-EXT,V0226,Good Shepherd Services,2243.17,202605,denied,2026-05-15,docs/invoices/INV-00301.pdf,none,false,false
INV-00302,HUNTSAOU2,V0826,K753 P.S. K753 - School For Career Development 510 Clermont Avenue,295587.41,202605,paid,2026-05-19,docs/invoices/INV-00302.pdf,none,false,false
INV-00303,26202201,V0652,K158 P.S. 158 Warwick 400 Ashford Street,590973.81,202605,paid,2026-05-17,docs/invoices/INV-00303.pdf,none,false,false
INV-00304,P-503CHLP,V0364,The Brooklyn School for Global Studies 15K429,13445.91,202605,paid,2026-05-07,docs/invoices/INV-00304.pdf,none,false,false
INV-00305,WATERST,V0056,"ISSUE Project Room, Inc.",718570.54,202605,pending,2026-05-28,docs/invoices/INV-00305.pdf,none,false,false
INV-00306,MC024-008,V0056,"ISSUE Project Room, Inc.",82448.96,202605,paid,2026-05-05,docs/invoices/INV-00306.pdf,none,false,false
INV-00307,HED-560,V0849,K673 East Brooklyn Community High School 9517 s Highway,242560.79,202605,denied,2026-05-02,docs/invoices/INV-00307.pdf,none,false,false
INV-00308,HWQ724B,V0009,"Gallim Dance Company, Inc.",1138469.73,202605,denied,2026-05-19,docs/invoices/INV-00308.pdf,none,false,false
INV-00309,FD175MC96,V0984,NYC Health+Hospitals / Coney Island,147787.76,202605,denied,2026-05-22,docs/invoices/INV-00309.pdf,none,false,false
INV-00310,SANDG3BAT,V0591,New York-Presbyterian Brooklyn Methodist Hospital,604922.64,202605,paid,2026-05-14,docs/invoices/INV-00310.pdf,none,false,false
INV-00311,P-501CLPR,V0910,PS 39 Henry Bristow,290686.75,202605,paid,2026-05-06,docs/invoices/INV-00311.pdf,none,false,false
INV-00312,F175MCE33,V0117,Dr. Gladstone H. Atwell M.S. 62,101449.44,202605,denied,2026-05-20,docs/invoices/INV-00312.pdf,none,false,false
INV-00313,BA001-026,V0490,P.S. 91 THE ALBANY AVENUE SCHOOL,25961.9,202605,pending,2026-05-05,docs/invoices/INV-00313.pdf,amount,false,false
INV-00314,YC001-010,V0848,K209 P.S. 209 Margaret Mead 2609 East 7Th St,27043.11,202605,paid,2026-05-13,docs/invoices/INV-00314.pdf,none,false,false
INV-00315,BUSHUTIL,V0183,"DPR -  Cadman Park Conservancy, Inc.",2896227.39,202605,paid,2026-05-19,docs/invoices/INV-00315.pdf,amount,false,false
INV-00316,P-2COFEPK,V0009,Gallim Dance Company,71709.46,202605,paid,2026-05-11,docs/invoices/INV-00316.pdf,none,false,false
INV-00317,QC002-024,V0176,Contello Towers No 2,101099.36,202605,denied,2026-05-15,docs/invoices/INV-00317.pdf,none,false,false
INV-00318,P-6PNYR40,V0810,K394 M.S. K394 188 Rochester Avenue,17458.58,202605,denied,2026-05-24,docs/invoices/INV-00318.pdf,vendor_name,false,true
INV-00319,HWD10311,V0562,P.S. 380 John Wayne Elementary,6442574.7,202605,paid,2026-05-14,docs/invoices/INV-00319.pdf,none,false,false
INV-00320,HWD10311,V0562,P.S. 380 JOHN WAYNE ELEMENTARY,6442574.7,202605,pending,2026-05-19,docs/invoices/INV-00320.pdf,none,true,false
INV-00321,P-501SLTL,V0865,DPR - Umma Playground,74717.73,202605,paid,2026-05-14,docs/invoices/INV-00321.pdf,none,false,false
INV-00322,P-6SCACON,V0673,P.S. 224 HALE A. WOODRUFF,91885.87,202605,paid,2026-05-19,docs/invoices/INV-00322.pdf,none,false,false
INV-00323,BATBIMPS,V0691,P.S. 298 DR. BETTY SHABAZZ,1350874.19,202605,pending,2026-05-19,docs/invoices/INV-00323.pdf,none,false,false
INV-00324,HWRAP07,V0494,Pathways In Technology Early College High School (P-TECH),11438863.43,202605,paid,2026-05-18,docs/invoices/INV-00324.pdf,none,false,false
INV-00325,P-210SHRS,V0174,Crown Gardens Housing Corp.,49897.13,202605,paid,2026-05-10,docs/invoices/INV-00325.pdf,period,false,false
INV-00326,P-210SHRS,V0174,Crown Gardens Housing Corp.,49897.13,202605,pending,2026-05-04,docs/invoices/INV-00326.pdf,none,true,false
INV-00327,HWP24MC3,V0144,P.S. 321 WILLIAM PENN,599761.79,202605,paid,2026-05-11,docs/invoices/INV-00327.pdf,none,false,false
INV-00328,SEN002184,V0347,Public School 316 Elijah G. Stroud Elementary School,236722.57,202605,paid,2026-05-24,docs/invoices/INV-00328.pdf,none,false,false
INV-00329,P-4PNYT27,V0243,22K425- James Madison High School,90040.85,202605,paid,2026-05-14,docs/invoices/INV-00329.pdf,none,false,false
INV-00330,FASGTRHB,V0122,P.S. 040 George W. Carver,14590.48,202605,denied,2026-05-26,docs/invoices/INV-00330.pdf,none,false,false
INV-00331,FAWHTSGTF,V0920,15K429 Digital Arts and Cinema Technology HS,65974.8,202605,paid,2026-05-06,docs/invoices/INV-00331.pdf,none,false,false
INV-00332,P-402MPDR,V0006,Brooklyn Academy of Music (BAM),290270.14,202605,paid,2026-05-23,docs/invoices/INV-00332.pdf,none,false,false
INV-00333,P-402MPDR,V0006,Brooklyn Academy of Music (BAM),290270.14,202605,pending,2026-05-11,docs/invoices/INV-00333.pdf,none,true,false
INV-00334,HED-562,V0981,Department of Parks and Recreation - Marine Park,867089.71,202605,pending,2026-05-02,docs/invoices/INV-00334.pdf,none,false,false
INV-00335,PW80ELEC,V0248,Beginning with Children Charter School 2 (K037),652967.78,202605,pending,2026-05-24,docs/invoices/INV-00335.pdf,none,false,false
INV-00336,S136-251E,V0174,Crown Gardens Housing Corp.,90581.29,202605,paid,2026-05-28,docs/invoices/INV-00336.pdf,none,false,false
INV-00337,SHEEPBULK,V0035,Ridgewood Bushwick Senior Citizens Council,598682.06,202605,pending,2026-05-17,docs/invoices/INV-00337.pdf,period,false,true
INV-00338,SE-813,V0757,CUNY New York City College of Technology,2096359.08,202605,denied,2026-05-12,docs/invoices/INV-00338.pdf,none,false,true
INV-00339,SANDHB2U,V0963,15K592 Khalil Gibran International Academy,3326428.34,202605,pending,2026-05-16,docs/invoices/INV-00339.pdf,none,false,false
INV-00340,P-303BDCG,V0729,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN,5784.02,202605,paid,2026-05-04,docs/invoices/INV-00340.pdf,none,false,false
INV-00341,EO26-0056,V0436,21K468 Kingsborough Early college Secondary School,12859.02,202605,paid,2026-05-16,docs/invoices/INV-00341.pdf,none,false,false
INV-00342,P-304PENN,V0490,P.S. 91 THE ALBANY AVENUE SCHOOL,199372.01,202605,paid,2026-05-13,docs/invoices/INV-00342.pdf,none,false,false
INV-00343,CO272BLR,V0604,Hispanic Information & Telecommunication Network Inc.,283021.94,202605,paid,2026-05-08,docs/invoices/INV-00343.pdf,none,false,false
INV-00344,QC001-027,V0915,k662 MS Liberty Avenue Middle School,30773.09,202605,denied,2026-05-22,docs/invoices/INV-00344.pdf,none,false,false
INV-00345,CRO-AGS,V0006,Brooklyn Academy of Music (BAM),4108484.75,202605,paid,2026-05-15,docs/invoices/INV-00345.pdf,amount,false,false
INV-00346,SEQ002715,V0411,Noel Pointer Foundation,432375.75,202605,paid,2026-05-05,docs/invoices/INV-00346.pdf,none,false,false
INV-00347,HL82SIABE,V0189,DPR -  Prospect Park Alliance,613949.39,202605,paid,2026-05-02,docs/invoices/INV-00347.pdf,none,false,true
INV-00348,P-5CPITRC,V0056,"ISSUE Project Room, Inc.",297271.32,202605,paid,2026-05-28,docs/invoices/INV-00348.pdf,none,false,false
INV-00349,HS057-019,V0187,"DPR -  Grand Street District Management Association, Inc.",60204.34,202605,paid,2026-05-07,docs/invoices/INV-00349.pdf,none,false,false
INV-00350,HBM246100,V0055,New York Aquarium,1655047.44,202605,denied,2026-05-20,docs/invoices/INV-00350.pdf,none,false,false
INV-00351,13202201,V0269,"It Takes A Village Academy, 18K563",497179.38,202605,denied,2026-05-28,docs/invoices/INV-00351.pdf,none,false,false
INV-00352,HBX644S,V0487,P.S. 397 FOSTER-LAURIE,4364985.95,202605,paid,2026-05-24,docs/invoices/INV-00352.pdf,none,false,true
INV-00353,29202302,V0878,"NYC Health + Hospitals, Gotham Health, East New York",56620.4,202605,pending,2026-05-26,docs/invoices/INV-00353.pdf,none,false,false
INV-00354,P-3CENHMP,V0749,P.S 748,143351.9,202605,paid,2026-05-16,docs/invoices/INV-00354.pdf,none,false,false
INV-00355,PO79BMAKP,V0208,Institute for Community Living Inc,8819.18,202605,paid,2026-05-27,docs/invoices/INV-00355.pdf,none,false,false
INV-00356,PW326C104,V0009,Gallim Dance Company,4388.99,202605,paid,2026-05-10,docs/invoices/INV-00356.pdf,none,false,true
INV-00357,25202501,V0006,Brooklyn Academy of Music (BAM),53707.33,202605,paid,2026-05-06,docs/invoices/INV-00357.pdf,vendor_name,false,false
INV-00358,ACEDOT602,V0174,Crown Gardens Housing Corp.,5658.95,202605,paid,2026-05-17,docs/invoices/INV-00358.pdf,amount,false,false
INV-00359,P-2PPESIT,V0638,P.S. 114 RYDER ELEMENTARY,53437.47,202605,paid,2026-05-17,docs/invoices/INV-00359.pdf,none,false,false
INV-00360,PW77501AD,V0826,K753 P.S. K753 - School For Career Development 510 Clermont Avenue,412456.25,202605,denied,2026-05-10,docs/invoices/INV-00360.pdf,none,false,false
INV-00361,HW200IFA1,V0597,K151 P.S. 151 LYNDON B. JOHNSON 763 KNICKERBOCKER AVENUE,15275497.94,202605,paid,2026-05-04,docs/invoices/INV-00361.pdf,none,false,false
INV-00362,P-4TRS27B,V0140,Public School 300,534704.91,202605,pending,2026-05-05,docs/invoices/INV-00362.pdf,amount,false,false
