fms_id,budget_line,total_budget,spend_to_date,managing_agency,sponsor_agency,vendor_ids
EC-SER24,"EP-0007 , SE-0002R",13448185.30,12701522.36,DDC,,V0821
EC-SEX22,"EP-0007 , SE-0002X",12722175.91,12562675.38,DDC,,V0476 V0289
EC-SEX23,SE-0002X,9949409.50,9413411.36,DDC,,V0753
EC-SEX24,"EP-0007 , SE-0002X",9542227.50,9042712.90,DDC,,V0849 V0086 V0634
EC-WMC25,"EP-0007 , WM-0001 , WM-0006",17397000.00,14834595.32,DDC,,V0444 V0878
GE-359,HW-0200,18036189.15,17982804.24,DDC,,V0573 V0961 V0130
HAM17MRCC,"HA-0001 , HA-D001 , HA-K001",14245335.32,12306724.20,DDC,,V0312 V0696 V0510
HD-161D,TF-0002,14326819.97,14281357.10,DDC,,V0476
HED-568,"HW-0001X, WM-0001",42084381.77,37501203.25,DDC,,V0494 V0572
HED580,"SE-0002X, WM-0001",11550775.75,577055.64,DDC,,V0218
HEDA-003,WM-0001,24787146.22,23799452.89,DDC,,V0086
HH112AAFS,HH-0112,551699.00,538803.66,DDC,,V0490 V0396 V0245
HH112BLEL,HH-0112,7886689.76,7835291.87,DDC,,V0285 V0350
HH115BWFA,HH-0115,1742389.26,1606187.89,DDC,,V0118 V0604 V0529
HH115SGFA,HH-0115,1442774.76,1363942.91,DDC,,V0755
HL82CHNWH,HL-D999,1000000.00,0.00,DDC,,V0208 V0753 V0342
HL82SIABE,"HL-0082 , HL-0082",15451649.32,15102911.92,DDC,,V0189
HW2CR12C,HW-0002Q,4180538.86,3912195.96,DDC,,V0009 V0966 V0604
HW2CR13CW,HW-0001Q,10712626.31,10016224.65,DDC,,V0050
HWCRWALLC,HW-1677,3480121.62,3480385.05,DDC,,V0485
HWCSCH2,HW-0988,24103864.99,24044703.79,DDC,,V0640
HWCSCH3B3,HW-D103,4470467.05,4107397.57,DDC,,V0614 V0100
HWCSCH3E,"HW-0988 , HW-D103",11570449.62,11045152.05,DDC,,V0365 V0312
HWCSCH4B1,"HW-0944 , HW-0988",9128471.91,8616487.15,DDC,,V0495
HWCSCH98,HW-0001K,56469000.00,0.00,DDC,,V0216 V0002
HWD005K01,HW-D101,4360197.48,3502324.54,DDC,,V0365 V0967 V0652
HWK002394,HW-0001K,936000.00,0.00,DDC,,V0414
HWK1153,HW-1153,9865839.12,9763631.97,DDC,,V0006 V0746
HWK1153A,TF-K001,11150068.42,11096348.90,DDC,,V0056 V0121 V0203
HWK20072,HW-0001K,5370000.00,0.00,DDC,,V0652
HWK973,HW-0973,7524661.61,7524664.52,DDC,,V0652
HWKC061,HW-0200,3708643.84,3709120.76,DDC,,V0183
HWKP2003,HW-0001K,2485797.74,2446786.92,DDC,,V0837 V0126
HWM1048,HW-0001,159229000.00,0.00,DDC,,V0980 V0228 V0959
HWM1157,"EP-0007 , HW-1157 , SE-087HW, WM-0001 , WM-0006",15352391.23,15234205.81,DDC,,V0476 V0267 V0877
HWM1689,HW-0001M,7599000.00,0.00,DDC,,V0485 V0122
HWMM006,HW-M002,3686817.81,3580817.81,DDC,,V0150
HWMM008,"HW-0001M, HW-M002",11638601.39,10613166.19,DDC,,V0540 V0595 V0209
HWMP2012,"HW-0001 , HW-0944 , HW-1666",84719075.74,80791997.04,DDC,,V0629 V0150 V0338
HWMWTCA1D,HW-0001M,3119723.80,3120153.80,DDC,,V0296
HWMWTCA4,HW-0001M,7405538.52,7174372.79,DDC,,V0561 V0784
HWP2001Q,HW-0200,3322504.78,3254583.63,DDC,,V0006 V0365 V0282
HWPEDSF4A,"HW-1684 , HW-D103",7212145.57,4244863.02,DDC,,V0298
HWPLZ003M,"HW-1684 , SE-0002M",21884406.41,19763903.18,DDC,,V0678 V0248
HWPLZ012M,"HW-1684 , TF-0002",10755959.77,10531105.76,DDC,,V0499 V0490 V0045
HWPR20Q1,HW-0200,15284469.73,13027068.33,DDC,,V0187 V0810 V0274
HWQ1027,HW-1027,11078130.07,11043507.04,DDC,,V0057 V0021
HWQ1184A,HW-D103,4247982.84,3339910.87,DDC,,V0241
HWQ1195,"HW-0001Q, TF-0002",13491138.35,2261891.20,DDC,,V0443
HWQ1204,"HW-0001Q, HW-Q001",36225000.00,0.00,DDC,,V0217
HWQ274F,HW-0274,5862148.11,5761026.61,DDC,,V0563 V0651 V0878
HWQ631B-1,"HW-0631 , SE-087HW",27758664.40,27419664.40,DDC,,V0187 V0860 V0150
HWQ631B-3,SE-087HW,1309402.39,25402.39,DDC,,V0823
HWQ724W,SE-087HW,7866617.10,7445675.10,DDC,,V0274 V0144 V0382
HWQ787B,"HW-0787 , SE-087HW, WM-0001",14195659.80,13618793.40,DDC,,V0118 V0490 V0665
HWR00505,"HW-0061 , HW-D104",19579393.74,1750397.20,DDC,,V0274 V0169 V0262
HWR00510,"HW-0001R, HW-R005",2284335.51,913302.02,DDC,,V0050
HWR1160,HW-0001R,22045452.05,171880.33,DDC,,V0189 V0923 V0632
HWR300-03,"HW-0061 , HW-D104 , HW-R061",6510198.81,5014604.03,DDC,,V0187 V0189
HWS2014X,HA-D001,4172248.83,3966566.95,DDC,,V0961
HWS2020X,"HW-0200 , HW-0200 , P -1018",5759389.35,4869855.20,DDC,,V0940
HWX410,HW-0001X,90634000.00,0.00,DDC,,V0203
HWX421B1,HW-0421,24435686.07,23777486.95,DDC,,V0968
HWX709,HW-0709,17007557.41,16994434.06,DDC,,V0146 V0459
HWX969A,HW-0969,20289264.92,20039142.23,DDC,,V0172 V0252 V0203
HWXP136C,"HW-0001X, HW-0001X, TF-0002 , TF-0002",81869717.64,73743428.52,DDC,,V0652
HWXS211V2,HW-0211,6235496.03,6166650.21,DDC,,V0948 V0272 V0683
JJ1FACREN,CS-0005,72380129.82,64759847.21,DDC,,V0130 V0289 V0187
LBC17MRAD,"LB-0104 , LB-D104",640981.85,641350.25,DDC,,V0509
LBC21MNRF,"LB-0104 , LB-D104 , LB-K001",10504000.00,0.00,DDC,,V0443 V0589
LBC22JBIF,"LB-0104 , LB-D104 , LB-K001",6202000.00,0.00,DDC,,V0868 V0359
LBCENP2B,LB-0104,27119000.00,0.00,DDC,,V0174 V0009 V0564
LBCENPH1,LB-0104,34592771.00,34503464.66,DDC,,V0169
LBCENPH2,"LB-0104 , LB-D104 , LB-K001",56438166.00,2511047.51,DDC,,V0485 V0176
LBK16SCRF,"LB-0104 , LB-D104 , LB-K001 , PW-I001",12294000.00,240152.85,DDC,,V0189 V0376 V0365
LBM18NLOH,"LB-0104 , LB-D104 , LB-K001",55336000.00,0.00,DDC,,V0209
LBM19CAOH,"LB-0104 , LB-D104 , LB-K001 , PU-0025",26747000.00,0.00,DDC,,V0540 V0485
LBM22WWBR,"LB-0101 , LB-0104 , LB-0108 , LB-D104",12968000.00,0.00,DDC,,V0365 V0443
LN25WTSNB,"LN-0008 , LN-D004 , LN-D008 , LN-X001 , PU-0025",32020000.00,0.00,DDC,,V0245 V0183
LNBXA08LS,"LN-0101X, LN-D004 , LN-D008 , LN-I001 , LN-X001",2356484.38,2012400.86,DDC,,V0009 V0602 V0083
LNC2STAPL,"LN-0008 , LN-0008",13083429.27,13064148.33,DDC,,V0900
LNCA08BEL,"LN-D004 , LN-D008",1795054.50,1791540.97,DDC,,V0659 V0476 V0169
LNCA10JMB,"LN-0008 , LN-0101M",14746458.77,14032639.42,DDC,,V0035 V0540 V0248
LNCA10YRK,LN-D008,692818.15,691618.08,DDC,,V0476
LNCA12SWP,LN-D008,278743.05,219113.56,DDC,,V0005
LNCA13TRE,"LN-0008 , LN-X001",1028184.81,895114.04,DDC,,V0877
LNCM12CPT,LN-D008,1185583.01,1183583.01,DDC,,V0458
LNCM12NDP,"LN-0008 , LN-D008 , LN-D008",332966.01,328998.69,DDC,,V0319 V0540
LNEMA08WS,LN-D008,9483131.01,9360150.74,DDC,,V0740
LNLCGAGLR,"LN-0008 , LN-I001",4436000.00,0.00,DDC,,V0006 V0026 V0006
LNMA12TOT,LN-D002,299135.16,295091.78,DDC,,V0581 V0836 V0443
LQ122-W,"LQ-0122 , LQ-D122",595256.72,592350.30,DDC,,V0247 V0872 V0150
LQBTRENOV,"LQ-0122 , LQ-D122 , LQ-Q122",3423127.00,2088502.80,DDC,,V0253
LQC122-GK,"LQ-0122 , LQ-D122",17083398.79,16989142.20,DDC,,V0489 V0208 V0026
LQCA19QVB,"LQ-0122 , LQ-D122",28394000.00,0.00,DDC,,V0612
LQCA19WSD,"LQ-0122 , LQ-D122",14856000.00,0.00,DDC,,V0077 V0214
LQCH-RES,LQ-D122,8459000.00,0.00,DDC,,V0463 V0562
LQCORENOV,"LQ-0122 , LQ-0122 , LQ-D001 , LQ-D122 , LQ-D122 , LQ-Q122",42702000.00,0.00,DDC,,V0411 V0713 V0253
LQD122-RO,LQ-Q122,5008751.52,4924185.55,DDC,,V0547
LQLI-ROOF,"LQ-0122 , LQ-Q003",3953000.00,0.00,DDC,,V0411 V0443 V0604
LQMARN-23,"LQ-0122 , LQ-D122",13065000.00,0.00,DDC,,V0035 V0056 V0518
LQQ122-1E,"LQ-0122 , LQ-Q122",39525020.33,39456844.35,DDC,,V0653 V0057 V0365
LQSHRN-23,"LQ-0122 , LQ-D122",20387000.00,0.00,DDC,,V0118 V0014 V0144
LQSJ-INT,"LQ-0122 , LQ-D122 , LQ-Q122",19305000.00,0.00,DDC,,V0490 V0917
LQSZ-RENO,"LQ-0122 , LQ-D122 , LQ-Q122",20687000.00,0.00,DDC,,V0006 V0468 V0056
MED-610,HW-D102,29081903.19,10421682.04,DDC,,V0203 V0122 V0245
MED-611,"WM-0001 , WM-0006",4158000.00,0.00,DDC,,V0187
MIBBNC002,SE-0005,59449785.67,51576908.00,DDC,,V0702 V0946
NDF-BSIMP,ED-0384,11400000.00,0.00,DDC,,V0086 V0310 V0388
NDF-IW10A,ED-0384,26500000.00,0.00,DDC,,V0485 V0130 V0210
P-1STARLP,P -1018,47708582.15,41428623.01,DDC,,V0118 V0007 V0144
P1YANK15A,"P -0245X, P -0245X, P -1018 , P -1018 , P -D021 , PV-0467 , PV-D467 , PV-X467",16689311.29,16210112.24,DDC,,V0216 V0525
P-216BVRC,"P -0506 , P -1018 , P -I001",191300000.00,0.00,DDC,,V0057 V0476
P-303ERP4,"P -1018 , P -I001 , RE-0025",730000.00,0.00,DDC,,V0057 V0540 V0096
P-407BHV4,"P -1018 , P -1018 , P -D019 , P -Q245 , P -Q245",7154746.49,3930.99,DDC,,V0557 V0835
P-5PNYC06,"P -0245R, P -0504 , P -1018 , P -R245",112267442.23,108740638.48,DDC,,V0122 V0230
PDWTC2013,"HW-0944 , PO-0079 , TF-0002",33723784.46,32988784.46,DDC,,V0189
PO79BMAHE,PO-0079,1778915.21,1593593.62,DDC,,V0703
PO79BMAHJ,PO-0079,2763649.15,1717464.18,DDC,,V0203 V0806
PO79FDESK,PO-0079,1625225.10,1515340.27,DDC,,V0562 V0080 V0696
PO79WNDWS,PO-0079,8677217.04,2408890.31,DDC,,V0042 V0021
PS-348A,WP-0269,1194000.00,0.00,DDC,,V0783
PU272BLR,PU-0025,7425000.00,0.00,DDC,,V0411 V0961
PV022AAOA,"PV-0022 , PV-0467 , PV-D022 , PV-M022",13647000.00,0.00,DDC,,V0137 V0411 V0351
PV022-SKY,"PU-0025 , PV-0022 , PV-D022 , PV-M022",37924009.69,31752202.48,DDC,,V0865 V0659 V0015
PV034BELN,"PV-0034 , PV-D034",16426000.00,0.00,DDC,,V0183 V0878
PV034RR77,"PV-0034 , PV-D034 , PV-M034",20863000.00,0.00,DDC,,V0431 V0147 V0929
PV175HVAC,"PV-0175 , PV-D175 , PV-R175",7200000.00,0.00,DDC,,V0312 V0002
PV175ROOF,"PV-0175 , PV-D175 , PV-R175",3079943.05,3077177.00,DDC,,V0006 V0174
PV176ITF1,"PV-0176 , PV-0545 , PV-D176",12578739.34,11521043.08,DDC,,V0058
PV205GLIB,"PV-0205 , PV-D205",9979000.00,0.00,DDC,,V0045
PV205LIEL,"PV-D205 , PV-X205",2395392.00,35000.00,DDC,,V0683
PV235EDUC,"PV-0235 , PV-D235 , PV-K235",6156980.00,6105815.59,DDC,,V0155
PV241BOIL,"PU-0025 , PU-0025 , PV-0241 , PV-0467 , PV-D241 , PV-D467 , PV-I001 , PV-M241",5645000.00,0.00,DDC,,V0103
PV262-AUD,"PV-0262 , PV-0467 , PV-D262",9831454.77,8981611.23,DDC,,V0546
PV274CHLL,"PV-0274 , PV-D274",3817867.02,3699326.60,DDC,,V0490 V0411 V0007
PV302BPH2,"PV-0302 , PV-0467 , PV-D302 , PV-R302",35465000.00,0.00,DDC,,V0150 V0497
PV467BRAC,PV-X467,15510212.83,15320453.59,DDC,,V0247
PV490-C,"PV-0490 , PV-D490",4051901.43,3559497.30,DDC,,V0245 V0023
PV490ELEC,"PV-0490 , PV-D490",5875157.20,4262387.48,DDC,,V0074 V0516 V0041
PV525STU2,"PV-0467 , PV-0525",3668000.00,0.00,DDC,,V0912
PW3171C,PW-0317,24820000.00,9000.00,DDC,,V0035
PW335A28,PW-0335,3866905.80,3866654.71,DDC,,V0767 V0009 V0540
PW335A29,PW-0335,4116925.00,1844566.55,DDC,,V0082 V0572
PW335A30,PW-0335,3795140.00,691129.02,DDC,,V0681 V0859
PW348-51,PW-0348,28993611.96,28932714.41,DDC,,V0364 V0592
PW77102S3,PW-0077,6612732.92,6337130.13,DDC,,V0329 V0766 V0248
PW7722R,PW-0077,31350000.00,243146.21,DDC,,V0155
PW77GLDA2,"PW-0077 , PW-0293",4632498.43,4258543.72,DDC,,V0216
PWBXCRC,PW-X078,750000.00,0.00,DDC,,V0086
PWQ077AT2,"PW-0077 , PW-Q077",19311331.03,18834269.65,DDC,,V0086 V0104 V0328
PWX78BXP,PW-X078,175000.00,0.00,DDC,,V0517 V0118
PWXFITWEL,PW-X078,100000.00,0.00,DDC,,V0023
PWXTNLLS,"PW-D005 , PW-X078",1561000.00,0.00,DDC,,V0485 V0114 V0130
QED-1023B,"TF-0002 , WM-0001",56114158.52,49718360.07,DDC,,V0340 V0652 V0026
QED-976,"HW-0001Q, TF-0502 , TF-0502 , WM-0006",64641662.26,57010353.22,DDC,,V0174 V0667 V0169
RED-392,"SE-0002R, WM-0001 , WP-0169",8981000.00,0.00,DDC,,V0238 V0086 V0289
RWQ005,"TF-0002 , TF-0502",8729377.35,8559628.40,DDC,,V0690 V0475
S195-227S,S -0195,22100254.64,21848095.09,DDC,,V0197
SAND349F2,HW-0001Q,7344178.44,6644858.09,DDC,,V0187 V0753
SAND350FM,HW-0002K,3093696.28,1496678.21,DDC,,V0412 V0513 V0009
SAND669C,HW-0001R,7933891.20,6932514.18,DDC,,V0927
SANDELEC4,PO-0079,6586390.12,5606723.60,DDC,,V0808 V0361
SANDELEC5,PO-0079,4376163.07,4079671.90,DDC,,V0310 V0187 V0163
SANDHW06,"HW-0001M, HW-0200 , TF-0002 , TF-0502",7766021.65,6107027.88,DDC,,V0030 V0208
SANDHW19,HW-0001K,1123506.17,506.17,DDC,,V0189
SANDHW24,"HW-0001Q, HW-D103",16301937.20,13244655.24,DDC,,V0540 V0532
SANDHW26,HW-0001Q,45735.44,1735.44,DDC,,V0276
SANDHWSI,"HW-0001R, HW-0200 , HW-0200",7232203.66,5066645.75,DDC,,V0165 V0877 V0819
SANDLESEC,"PU-0100 , PU-D100",6270000.00,0.00,DDC,,V0259 V0443 V0877
SANDR04,"HW-0001Q, TF-0002 , TF-0502",22808389.38,19410092.20,DDC,,V0929 V0324
SANDSLIP,PO-0079,5174159.00,899420.63,DDC,,V0174
SE-751,"SE-0002R, SE-0002R, SE-0200R, WM-0001 , WM-0001",20326930.70,4702717.05,DDC,,V0822 V0540 V0384
SE-789B-3,"SE-0789 , WM-0001",4600000.00,0.00,DDC,,V0185 V0532 V0144
SE-795,HW-0200,28999912.86,28352450.18,DDC,,V0569
SE-796,"HW-0200 , TF-0002",29349579.25,28648616.10,DDC,,V0877
SE-810,"SE-0002Q, WM-0001",107525189.51,87696351.12,DDC,,V0150 V0056 V0877
SE-812,"HW-0061 , HW-D104 , HW-R005 , SE-0002R, SE-0200R",63465882.73,59230048.49,DDC,,V0741 V0976
SE-813,"SE-0002K, SE-0002Q, SE-0005 , SE-0200K, SE-0200Q, WM-0001",54424209.25,273248.27,DDC,,V0757 V0723
SE-824,"SE-0002Q, SE-0200Q, WM-0001 , WM-0006",143794000.00,1645245.59,DDC,,V0275 V0956 V0177
SE-825,"SE-0002Q, SE-0200Q, WM-0001",112872272.00,15272.00,DDC,,V0006 V0895 V0312
SE-887,"SE-0002Q, SE-0200Q, WM-0001",25268746.11,120746.11,DDC,,V0245 V0058
SECBK1,"HW-0200 , TF-0502",3370696.19,3299696.19,DDC,,V0772 V0459
SECBMTAQ1,TF-0002,1864774.28,1862774.28,DDC,,V0525 V0806 V0040
SECBX1,HW-0200,4630745.26,4543735.26,DDC,,V0144 V0002 V0607
SEK002394,"SE-0002K, SE-0002K, WM-0001",131739000.00,0.00,DDC,,V0546
SEK20069,SE-0200K,16709419.15,15124135.70,DDC,,V0985 V0021 V0937
SEK20072,"SE-0002K, SE-0200K, WM-0001",8433000.00,0.00,DDC,,V0035
SEN002157,SE-0002M,22248542.68,20103058.99,DDC,,V0274
SEQ002611,"SE-0002Q, WM-0001",816901.38,760509.67,DDC,,V0778
SEQ002642,SE-0002Q,1123005.11,1036005.11,DDC,,V0161
SEQ002699,HW-0200,1950945.78,1696089.34,DDC,,V0216
SEQ002700,"SE-0002Q, WM-0001",8683698.64,17230.04,DDC,,V0934
SEQ002709,TF-0502,2840258.22,2634196.98,DDC,,V0762
SEQ002717,"SE-0002Q, WM-0001 , WM-0006",142518000.00,0.00,DDC,,V0247 V0351
SEQ200329,"EP-0007 , SE-0200Q, WM-0001",4877153.61,4877120.12,DDC,,V0853 V0081
SEQ200332,HW-0200,6692381.53,6552621.70,DDC,,V0079 V0305 V0102
SEQ200341,"HW-0200 , TF-0502",12095636.84,11862636.84,DDC,,V0176 V0274
SEQ200367,"EP-0007 , SE-0200Q",1638156.67,1638155.10,DDC,,V0704 V0187
SEQ200398,SE-0200Q,1524854.26,1504854.26,DDC,,V0189 V0230 V0002
SEQ200442,EP-0007,1569927.15,1566927.15,DDC,,V0443
SEQ200467,"SE-0002Q, SE-0004 , SE-0200Q, WM-0001",55083655.88,85655.88,DDC,,V0966 V0687 V0476
SEQ200473,HW-0200,12153055.65,11497990.17,DDC,,V0967
SEQ200475,HW-0200,9825639.02,9772639.02,DDC,,V0863
SEQ200508,HW-0200,16299644.43,16184453.94,DDC,,V0074 V0074 V0086
SEQ200509,"EP-0007 , SE-0200Q, WM-0001",2264552.87,2119005.86,DDC,,V0010
SEQ200523,TF-0502,7679066.56,7520871.51,DDC,,V0086
SEQ200524,TF-0502,19488562.64,19372121.13,DDC,,V0877 V0540
SEQ200534,HW-0200,9907138.51,9825355.29,DDC,,V0174 V0411
SEQ200545,TF-0502,4606498.17,4525394.33,DDC,,V0590 V0652
SEQ200548,HW-0200,2236693.77,2179693.77,DDC,,V0105
SEQ200574,TF-0502,3189857.16,3184857.16,DDC,,V0764 V0025
SEQ200584,HW-0200,13846563.53,13729563.53,DDC,,V0002 V0756 V0572
SEQ200613,"SE-0200Q, WM-0001",19272000.00,0.00,DDC,,V0232 V0216 V0073
SER002166,"EP-0007 , SE-0002R",3643496.41,3384447.26,DDC,,V0794
SER002204,"EP-0007 , SE-0002R, WM-0001",1522325.97,1490103.53,DDC,,V0890 V0351 V0878
SER002248,SE-0002R,394832.47,395226.77,DDC,,V0208
SER002316,HW-0200,14241973.63,14144614.68,DDC,,V0411
SER002334,"SE-0002R, SE-0200R, WM-0001",37688870.68,168044.53,DDC,,V0890 V0554
SER200103,SE-0200R,1801324.02,1759389.26,DDC,,V0118 V0045
SER200196,"HW-0200 , SE-0200R",11634311.02,11314038.36,DDC,,V0122 V0282 V0009
SER200232,"HW-0200 , SE-0200R, WM-0001",7412871.44,6948207.74,DDC,,V0074 V0534 V0168
SER200241,HW-0200,18235009.36,17396272.42,DDC,,V0877
SER200261,"SE-0200R, WM-0001",2812000.00,488068.65,DDC,,V0155 V0002
SER200272,HW-0200,10297830.23,10244830.23,DDC,,V0895
SER200290,"SE-0002R, SE-0200R, WM-0001",4718764.00,418764.00,DDC,,V0538 V0056 V0661
SER200292,"SE-0002R, SE-0200R, WM-0001",15147657.58,409657.58,DDC,,V0290 V0247 V0208
SER200552,"SE-0002R, SE-0200R, WM-0001",10863179.37,198179.37,DDC,,V0208 V0289 V0382
HWP19QRC,"HW-0200 , TF-0002",8556005.60,6023623.45,DDC,DOT,V0796
HWP2020TA,"HW-0200 , HW-0944 , TF-0002 , TF-0502",38979363.00,2930113.00,DDC,DOT,V0086
HWP2021RC,"HW-0200 , HW-0944",8952673.00,1512841.88,DDC,DOT,V0052 V0397
HWPR19QRC,"HW-0200 , HW-0944 , TF-0002 , TF-0002 , TF-0502",12187744.55,8414675.15,DDC,DOT,V0924
HWPR20QC,"HW-0200 , HW-0944 , TF-0002 , TF-0502",16932483.82,8335397.25,DDC,DOT,V0566 V0877
HWPR21Q1,HW-0200,18921853.80,17772072.92,DDC,DOT,V0572 V0013 V0296
HWPR22KR,"HW-0200 , TF-0002",19102022.60,15401849.00,DDC,DOT,V0877 V0877 V0572
HWPR22MXC,"HW-0200 , TF-0001",20470039.00,1375146.05,DDC,DOT,V0904 V0009 V0877
HWPR23KR,HW-0200,22292379.40,10573518.37,DDC,DOT,V0947
HWQ1198,"HW-0001Q, TF-0002",40655680.00,1422805.00,DDC,DOT,V0831 V0056 V0657
HWR700,"HW-0001R, HW-D104 , HW-R001 , HW-R005",25599550.00,1350003.75,DDC,DOT,V0869 V0203 V0130
RED390,"SE-0002R, WM-0001",4729000.00,0.00,DDC,DOT,V0520 V0561
HWS2021R,"HW-0200 , HW-0200 , P -1331",4699924.20,4395739.57,DDC,DOT,V0346
HWS2023R,"HW-0200 , HW-0200 , P -1018 , P -1018",5315962.50,2476697.20,DDC,DOT,V0035 V0819 V0375
MIBBNC04B,"SE-0002R, SE-0200R, WM-0001",53125823.00,1642413.48,DDC,DEP,V0490 V0595
QED-1054,"TF-0502 , WM-0001",22370995.05,13726560.40,DDC,DEP,V0344
RED394,WM-0001,22617046.94,11933719.14,DDC,DEP,V0144 V0183 V0476
RED395AC,"WM-0001 , WM-0944",29235413.18,10442126.61,DDC,DEP,V0169 V0312
SE885AVWE,SE-0200Q,135348575.34,135348575.34,DDC,DEP,V0487 V0247
SER0201ZB,"EP-0007 , SE-0002R",10604000.00,10592240.97,DDC,DEP,V0798 V0527
HWR200309,HW-0001,250000.00,0.00,DDC,DEP,V0140
SER200309,"SE-0002R, SE-0200R, WM-0001",8652980.39,1376980.39,DDC,DEP,V0209 V0483
70MULBREC,"PU-0025 , PW-0077",198365085.77,13609044.30,DDC,DCAS,V0493 V0132
BBJ-K,C -0114,3345921022.35,1376623723.01,DDC,DOC,V0608 V0681
BBJ-K,C -0114,3345921022.35,1376623723.01,DDC,DOC,V0608 V0681
BBJ-M,C -0114,4319068194.91,330892444.69,DDC,DOC,V0665 V0443
BBJ-Q,C -0114,4474638690.85,235524193.71,DDC,DOC,V0057
BBJ-X,C -0114,3417845885.92,485372627.70,DDC,DOC,V0026
C75EWRMSC,C -0075,87711556.72,84182380.41,DDC,DOC,V0835 V0607 V0150
C75EWRNDC,C -0075,35369257.48,34444990.43,DDC,DOC,V0002 V0498 V0348
C75EWNIC,C -0075,21574514.40,21138086.43,DDC,DOC,V0443 V0975
C75EWAMKC,C -0075,22726280.00,22307895.13,DDC,DOC,V0056
C75EWRMSC,C -0075,87711556.72,84182380.41,DDC,DOC,V0835 V0607 V0150
C75EWRNDC,C -0075,35369257.48,34444990.43,DDC,DOC,V0002 V0498 V0348
F175EC268,F -0175,45541223.54,5587968.11,DDC,FDNY,V0690 V0392
F175EMS17,F -0175,46335093.48,15942984.91,DDC,FDNY,V0276
HAM20BVBG,HA-0001,11007719.69,8839912.77,DDC,NYCHA,V0110 V0431 V0853
HAM20BVCC,HA-0001,9441258.89,7874091.70,DDC,NYCHA,V0572 V0312
HH112BLEN,HH-0112,1423981.33,1028154.46,DDC,DHS,V0216
HH112BLFX,HH-0112,1395545.14,538288.20,DDC,DHS,V0562 V0397
HH112PJFC,HH-0112,35378054.81,2644085.28,DDC,DHS,V0490 V0216
HR25BRCS,HR-0025,131757892.94,105795105.82,DDC,HRA,V0208 V0686
LBC17CDOP,"LB-0104 , LB-D104",1093215.58,1040594.28,DDC,BPL,V0187 V0209
LBK16STRF,"LB-0104 , LB-D104 , LB-K001",1162103.13,1116523.13,DDC,BPL,V0892 V0247 V0878
LBM18EPOH,"LB-0104 , LB-D104",37736380.25,6521365.08,DDC,BPL,V0547 V0002 V0877
LBP21WIBR,"LB-0101 , LB-0104 , LB-0108 , LB-D104",14285369.79,2091331.96,DDC,BPL,V0365
LN18ALELE,"LN-0008 , LN-D008 , LN-X001",3138693.77,688454.97,DDC,NYPL,V0277 V0753
LNRA17NDP,"LN-0008 , LN-R001",7197638.32,5231562.59,DDC,NYPL,V0952 V0186 V0566
LNXA20WKF,"LN-0008 , LN-D008 , LN-X001",4701029.00,1086080.09,DDC,NYPL,V0443 V0410 V0904
LQAUB-RG,"LQ-D122 , LQ-Q122",0.00,0.00,DDC,QPL,V0174 V0002
LQBPEXPN,"LQ-0122 , LQ-0122 , LQ-D122 , LQ-D122 , LQ-Q122 , LQ-Q122",16519255.13,4984134.51,DDC,QPL,V0150
LQBW-EXP,"LQ-0122 , LQ-D122 , LQ-Q122 , PU-0025",21660801.65,2474622.70,DDC,QPL,V0544 V0130
LQC122-JH,"LQ-0122 , LQ-0122 , LQ-D122 , LQ-D122 , LQ-Q122 , LQ-Q122",43717722.23,3589580.97,DDC,QPL,V0170
LQD122LAE,"LQ-0122 , LQ-D122 , LQ-Q122 , PU-0025",16956189.29,2475831.71,DDC,QPL,V0969 V0216
LQEM19FFA,LQ-0122,7832312.48,6304173.12,DDC,QPL,V0487 V0693
LQEM19FLU,LQ-0122,2305419.09,1822556.39,DDC,QPL,V0122 V0551 V0312
LQRS-EXTR,"LQ-0122 , LQ-0122 , LQ-D122 , LQ-D122 , LQ-Q122 , LQ-Q122 , LQ-Q122",27314321.00,3169500.70,DDC,QPL,V0475 V0427
NDF-CRLYN,"ED-0384 , P -1018",100148770.52,68477230.46,DDC,DPR,V0122 V0208 V0247
NDF-DAVID,"ED-0384 , PU-0025",15054505.54,1630911.76,DDC,DCAS,V0203
P-1ORCHMO,"P -0715 , P -1018 , P -D021 , TF-0502",46069942.14,40801584.40,DDC,DPR,V0289 V0118 V0365
P-217SCRC,"P -0245K, P -0506 , P -I001",145438450.50,130965292.40,DDC,DPR,V0026
P-2CIB1HQ,"P -0704 , P -0704 , P -1018",60890249.50,5755085.90,DDC,DPR,V0648
P-412RWR1,"P -0245Q, P -0506 , P -0506 , P -I001",131849694.96,9870226.40,DDC,DPR,V0155
PO79-77FA,PO-0079,4531533.36,3787131.46,DDC,NYPD,V0312 V0411 V0800
PO79BMAJU,"PO-0002 , PO-0079 , PU-0025",17540303.98,13812281.87,DDC,NYPD,V0749 V0289
PO79ROD,PO-0079,316933957.39,29071561.00,DDC,NYPD,V0018
PV040HVAC,"PV-0040 , PV-D040 , PV-D467 , PV-Q040",5758726.47,2687163.65,DDC,DCLA,V0422
PV175CLOV,"PV-0175 , PV-D175 , PV-I001 , PV-R175 , PW-I001",19136785.43,2549542.74,DDC,DCLA,V0317
PV235BDEV,"PV-0235 , PV-D235 , PV-K235 , PW-I001",9779765.83,5225216.35,DDC,DCLA,V0475 V0274
